"Key","Isolation Index","Island","Country","Territory","ISO_3","ISO_3","ISO_3","Ancien ISO_3","Island or Archipelago","Nearest Island distance","Group distance","Continent","Nearest Continent distance","Area","Area (km²)","Shoreline (km)","Coastal Index","Altitude (m)","Scale","Latitude","Longitude","Population","Alternate Names 1","Alternate Names 2","Alternate Names 3","Alternate Names 4","Alternate Names 5","Alternate Names 6","Alternate Names 7","Alternate Names 8","Ordination PNUE","Ordination Mathematica","Characteristic","Claimed by","Included Islands","Percent Country 1","Percent Country 2","Percent Country 3","Type","Nombre d'identifiants - Ile"
639.,12.903338855449153,"Angamos Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Tierra del Fuega Archipelago",2.,33.,"South America",33.,"Pacific region",448.,187.7,0.4189732142857142,"inc",1.e6,-49.16,-75.02,"inc","","","","","","","","",231.,648.,"","","","","","","sur la carte",1.
640.,7.414213562373095,"Aracena Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Tierra del Fuega Archipelago",2.,9.,"South America",9.,"Pacific region",1164.1,457.,0.39257795722017014,1189.,1.e6,-54.18,-71.3,"inc","Capitan Aracena Island","","","","","","","",232.,649.,"","","","","","","sur la carte",1.
641.,16.14213562373095,"Benjamín Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",4.,50.,"South America",50.,"Pacific region",618.2,215.9,0.349239728243287,853.,1.e6,-44.67,-74.16,"inc","Benjamin","Isla Benjamín","","","","","","",233.,650.,"","","","","","","sur la carte",1.
642.,12.368664712476416,"Byron Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Guayeneco Archipelago",2.,30.,"South America",30.,"Pacific region",198.,134.5,0.6792929292929294,"inc",1.e6,-47.7921,-75.129,"inc","Byron","","","","","","","",234.,651.,"","","","","","","sur la carte",1.
643.,"inc","Cabrales Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Campana Archipelago","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",-48.675118,-75.378541,"inc","Isla Cabrales","","","","","","","",235.,"","","","","","","","rattachée à une autre île",1.
644.,5.196152422706632,"Caldcleugh Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","",3.,3.,"South America",3.,"Pacific region",189.4,118.3,0.6246040126715945,"inc",1.e6,-48.38,-74.32,"inc","Caldcleugh","","","","","","","",236.,652.,"","","","","","","sur la carte",1.
645.,14.381161448242395,"Campana Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Campana Archipelago",3.,40.,"South America",40.,"Pacific region",1188.,589.2,0.495959595959596,1311.,1.e6,-48.35,-75.3,"inc","Campana","","","","","","","",237.,653.,"","","","","","","sur la carte",1.
646.,18.147414093054607,"Carlos Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Tierra del Fuega Archipelago",2.,70.,"South America",70.,"Pacific region",124.,85.7,0.6911290322580645,"inc",1.e6,-54.08,-73.32,"inc","Carlos","","","","","","","",238.,654.,"","","","","","","sur la carte",1.
647.,16.906146947202764,"Chaffers Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",2.,60.,"South America",60.,"Pacific region",186.,122.3,0.6575268817204302,701.,1.e6,-44.25,-74.,"inc","Chaffers","","","","","","","",239.,655.,"","","","","","","sur la carte",1.
648.,5.8863495173726745,"Chatham Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",2.,5.,"South America",5.,"Pacific region",696.4,355.,0.5097645031591039,1310.,1.e6,-50.63,-74.35,"inc","Chatham","","","","","","","",240.,656.,"","","","","","","sur la carte",1.
649.,6.708203932499369,"Chiloé Island","Chile","Los Lagos","chl","","","","Chiloé Archipelago",5.,5.,"South America",5.,"Pacific region",8477.5,904.4,0.106682394573872,829.,1.e6,-42.676666,-73.993333,"inc","Isla Chiloé","Isla Grande de Chiloé","","","","","","",241.,"","","","","","","","sur la carte",1.
650.,7.738768882709854,"Clarence Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Tierra del Fuega Archipelago",2.,10.,"South America",10.,"Pacific region",1111.,444.8,0.4003600360036004,914.,1.e6,-54.065264,-71.969483,5.,"","","","","","","","",242.,657.,"","","","","","","sur la carte",1.
651.,7.738768882709854,"Clemente Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",2.,10.,"South America",10.,"Pacific region",172.2,70.6,0.40998838559814166,"inc",1.e6,-45.67,-74.59,"inc","","","","","","","","",243.,658.,"","","","","","","sur la carte",1.
652.,"inc","Cochrane Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Reina Adelaida Archipelago","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",-52.313243,-74.141748,"inc","Isla Cochrane","","","","","","","",244.,"","","","","","","","rattachée à une autre île",1.
653.,16.246610536564422,"Contreras Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Reina Adelaida Archipelago",2.,55.,"South America",55.,"Pacific region",626.,325.,0.5191693290734825,945.,1.e6,-51.85,-74.9,"inc","Contreras","","","","","","","",245.,659.,"","","","","","","sur la carte",1.
654.,19.302757382371414,"Covadonga Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Campana Archipelago",2.,80.,"South America",80.,"Pacific region",0.,"inc","inc","inc","inc",-49.014605,-75.555452,"inc","Isla Covadonga","","","","","","","",246.,"","","","","","","","sur la carte",1.
655.,13.246373128572326,"Cuptana Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",2.,35.,"South America",35.,"Pacific region",320.,151.8,0.474375,1825.,1.e6,-44.65,-73.7,"inc","Cuptana","","","","","","","",247.,660.,"","","","","","","sur la carte",1.
656.,5.99070478491457,"Dawson Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Tierra del Fuega Archipelago",2.,2.,"South America",10.,"Pacific region",1290.3,285.3,0.22111136944896537,975.,1.e6,-53.97,-70.58,301.,"Dawson","","","","","","","",248.,661.,"","","","","","","sur la carte",1.
657.,7.738768882709854,"Desolación Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Tierra del Fuega Archipelago",2.,10.,"South America",10.,"Pacific region",1351.6,866.1,0.6407960935187926,1128.,1.e6,-53.1,-73.9,0.,"Desolacion","","","","","","","",249.,662.,"","","","","","","sur la carte",1.
658.,16.906146947202764,"Diego de Almagro Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",2.,60.,"South America",60.,"Pacific region",376.,235.2,0.6255319148936169,1189.,1.e6,-51.416667,-75.133333,"inc","Diego de Almagro (Cambridge)","","","","","","","",250.,663.,"","","","","","","sur la carte",1.
659.,4.242640687119286,"Diego Portales Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",2.,2.,"South America",2.,"Pacific region",164.,70.4,0.4292682926829269,"inc",1.e6,-51.99,-73.02,"inc","Diego Portales","","","","","","","",251.,664.,"","","","","","","rattachée au continent",1.
660.,14.830621427371835,"Donas Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",2.,45.,"South America",45.,"Pacific region",101.,92.7,0.9178217821782179,"inc",1.e6,-50.73,-75.02,"inc","Donas","","","","","","","",252.,665.,"","","","","","","sur la carte",1.
661.,15.556349186104047,"Dring Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",2.,50.,"South America",50.,"Pacific region",191.,113.6,0.5947643979057592,"inc",1.e6,-45.224698,-74.340489,"inc","Dring","","","","","","","",253.,666.,"","","","","","","sur la carte",1.
662.,14.063324203046612,"Duke of York Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Campana Archipelago",2.,40.,"South America",40.,"Pacific region",522.,320.8,0.6145593869731801,853.,1.e6,-50.63,-75.28,"inc","Duque de York","","","","","","","",254.,667.,"","","","","","","sur la carte",1.
663.,149.42108739138695,"Easter Island","Chile","Valparaíso","chl","","","","Easter Island",2011.,2011.,"South America",3568.,"Pacific region",173.,63.6,0.3676300578034682,511.,1.e6,-27.116667,-109.366667,"inc","Isla de Pascua","","","","","","","",255.,668.,"","","","","","","sur la carte",1.
664.,5.196152422706632,"Emiliano Figueroa Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Tierra del Fuega Archipelago",3.,3.,"South America",3.,"Pacific region",165.,137.3,0.8321212121212122,"inc",1.e6,-52.9,-73.57,"inc","Emiliano Figuero","","","","","","","",256.,669.,"","","","","","","rattachée au continent",1.
665.,16.906146947202764,"Esmeralda Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Campana Archipelago",2.,60.,"South America",60.,"Pacific region",515.2,279.7,0.5428959627329192,1250.,1.e6,-48.95,-75.42,"inc","Esmeralda","","","","","","","",257.,670.,"","","","","","","sur la carte",1.
666.,5.196152422706632,"Esperanza Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",3.,3.,"South America",3.,"Pacific region",186.4,99.1,0.5316523605150214,1097.,1.e6,-51.08,-74.27,"inc","Esperanza","","","","","","","",258.,671.,"","","","","","","sur la carte",1.
667.,11.180339887498949,"Evans Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",5.,20.,"South America",20.,"Pacific region",171.,68.5,0.4005847953216374,"inc",1.e6,-51.3,-74.02,"inc","Evans","","","","","","","",259.,672.,"","","","","","","sur la carte",1.
668.,13.328828005937952,"Farrel Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",1.,38.,"South America",38.,"Pacific region",325.,256.1,0.788,"inc",1.e6,-50.8,-74.8,"inc","Farrel","","","","","","","",260.,673.,"","","","","","","sur la carte",1.
669.,7.023553429698059,"Figueroa Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Tierra del Fuega Archipelago",3.,7.,"South America",7.,"Pacific region",169.3,89.1,0.5262847017129356,945.,1.e6,-50.42,-74.66,"inc","Figueroa","","","","","","","",261.,674.,"","","","","","","rattachée à une autre île",1.
670.,11.005876608998534,"Fitz Roy Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",2.,23.,"South America",23.,"Pacific region",156.,92.4,0.5923076923076923,"inc",1.e6,-45.84,-74.,"inc","Fitzroy","","","","","","","",262.,675.,"","","","","","","sur la carte",1.
671.,62.236067977499786,"Gonzalez Island","Chile","Valparaíso","chl","","","","Islas de los Desventurados",5.,900.,"South America",900.,"Pacific region",0.,"inc","inc",173.,"inc",-26.45,-80.7,0.,"Islote González","","","","","","","",264.,"","","","","","","","pas sur la carte",1.
672.,15.564210373768109,"Gordon Island","Chile","Antártica Chilena","chl","","","","Tierra del Fuega Archipelago",3.,4.,"South America",140.,"Pacific region",591.3,228.3,0.38609842719431764,1585.,1.e6,-54.96,-69.58,"inc","","","","","","","","",265.,676.,"","","","","","","sur la carte",1.
673.,28.233457620543405,"Guafo Island","Chile","Los Lagos","chl","","","","Chiloé Archipelago",40.,120.,"South America",120.,"Pacific region",214.,71.6,0.3345794392523364,241.,1.e6,-43.61,-74.75,4.,"Guafo","","","","","","","",266.,677.,"","","","","","","sur la carte",1.
674.,16.491933384829668,"Guaitecas Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Las Guaitecas Archipelago",1.,60.,"South America",60.,"Pacific region",242.,122.5,0.506198347107438,369.,1.e6,-43.86001,-73.939992,0.,"","","","","","","","",263.,678.,"","","","","","","pas sur la carte",1.
675.,27.803508501982762,"Guamblin Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",25.,130.,"South America",130.,"Pacific region",112.,49.6,0.44285714285714284,244.,1.e6,-44.87,-75.06,"inc","Socorro","Guamblin","Izaza Island","Izaza","","","","",267.,679.,"","","","","","","sur la carte",1.
676.,"inc","Guardián Brito Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Tierra del Fuega Archipelago","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",-54.177477,-72.351644,"inc","","","","","","","","",268.,"","","","","","","","sur la carte",1.
677.,8.342416792648603,"Hanover Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",2.,12.,"South America",12.,"Pacific region",812.,479.8,0.5908866995073891,1158.,1.e6,-51.,-74.666667,"inc","Hanover","Isla Hanover","","","","","","",269.,680.,"","","","","","","rattachée à une autre île",1.
678.,16.4180183830574,"Hoste Island","Chile","Antártica Chilena","chl","","","","Tierra del Fuega Archipelago",3.,5.,"South America",155.,"Pacific region",4117.,"inc","inc",1402.,"inc",-55.25,-68.998,0.,"Isla Hoste","","","","","","","",270.,681.,"","","","","","","sur la carte",1.
679.,"inc","Humos Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",-45.632423,-73.981189,"inc","","","","","","","","",271.,"","","","","","","","sur la carte",1.
680.,"inc","Isla Ascensión","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Las Guaitecas Archipelago","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",-43.87248,-73.79981,"inc","Isla de Ascensión","Isla Lacchilu","","","","","","","",682.,"","","","","","","sur la carte",1.
681.,"inc","Isla Betecoi","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Las Guaitecas Archipelago","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",-43.95932,-73.85842,"inc","Isla Betecoy","","","","","","","","",683.,"","","","","","","sur la carte",1.
682.,"inc","Isla Clotilde","Chile","Magallenes y la Antártica Chilena","chl","","","","","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",-43.92383,-73.7973,"inc","Isla Clotilde","","","","","","","","",684.,"","","","","","","sur la carte",1.
683.,"inc","Isla Elvira","Chile","Magallenes y la Antártica Chilena","chl","","","","","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",-44.04389,-73.56333,"inc","Isla Elvira","","","","","","","","",685.,"","","","","","","sur la carte",1.
684.,6.,"Isla Grande de Tierra del Fuego","Chile/Argentina","Tierra del fuego","chl","arg","","","Tierra del fuego",4.,4.,"South America",4.,"Atlantic/Pacif. region",47992.,4134.7,0.08615394232372062,2488.,1.224e6,-54.1628045,-68.34863899999999,67038.,"","","","","","","","",339.,"","","","",38.57,61.43,"","sur la carte",2.
685.,"inc","Isla Mulchey","Chile","Magallenes y la Antártica Chilena","chl","","","","","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",-44.13809,-73.50312,"inc","Miulchey","Molché","Mulchen","","","","","","",687.,"","","","","","","sur la carte",1.
686.,16.246610536564422,"Isquiliac Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",2.,55.,"South America",55.,"Pacific region",185.3,59.3,0.32002158661629787,"inc",1.e6,-45.35,-74.39,"inc","Isquiliac","","","","","","","",272.,689.,"","","","","","","sur la carte",1.
687.,27.803508501982762,"Guamblin Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",25.,130.,"South America",130.,"Pacific region",112.,49.6,0.44285714285714284,244.,1.e6,-44.869921,-75.060157,"inc","Socorro","Guamblin","Izaza Island","Izaza","","","","",273.,690.,"","","","","","","doublon",1.
688.,14.381161448242395,"James Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",3.,40.,"South America",40.,"Pacific region",388.4,113.5,0.29222451081359424,1311.,1.e6,-44.9293,-74.13091,"inc","","","","","","","","",274.,691.,"","","","","","","sur la carte",1.
689.,6.708203932499369,"Javier Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Gulf of Penas",5.,5.,"South America",5.,"Pacific region",127.,49.2,0.38740157480314963,"inc",1.e6,-47.08,-74.38,"inc","Javier","","","","","","","",275.,692.,"","","","","","","sur la carte",1.
690.,15.095647359318297,"Johnson Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",2.,72.,"South America",27.,"Pacific region",0.,"inc","inc","inc","inc",-44.354756,-74.321019,"inc","Isla Jhonson","Isla Johnson","","","","","","",276.,"","","","","","","","sur la carte",1.
691.,15.148458672567616,"Jorge Island","Chile","Aysén del General Carlos Ibáñez del Campo","chl","","","","Los Chonos Archipelago",3.,45.,"South America",45.,"Pacific region",111.1,52.3,0.47074707470747074,"inc",1.e6,-44.82,-74.05,"inc","Jorge","","","","","","","",277.,693.,"","","","","","","sur la carte",1.
692.,11.414213562373096,"Jorge Montt Island","Chile","Magallenes y la Antártica Chilena","chl","","","","",2.,25.,"South America",25.,"Pacific region",537.,293.9,0.5472998137802607,731.,1.e6,-51.333333,-74.75,"inc","","","","","","","","",278.,694.,"","","","","","","sur la carte",1.
